Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
10/30/2013,1,F,N,U,M,28,fight,NA,1,U,M,Fairfax County Police Department,"On Wednesday, October 30, 2013, at approximately 7:01 p.m., uniformed officers in marked police vehicles responded to a fight call in the 9100 block of Richmond Highway in Alexandria. Prior to the police arriving, the suspect allegedly attacked multiple citizens with his fists, causing serious injuries. These attacks were reportedly unprovoked. The first responding officer encountered the suspect in the parking lot where the suspect initially laid down on the ground. As the officer approached, the suspect jumped to his feet. The officer gave commands for the suspect to lie back down, but he continued to advance on the officer. The officer utilized his baton to strike the suspect in the thigh with no effect. The officer attempted to strike the suspect a second time, but the suspect took away the officer’s baton and struck the officer. The second officer arrived on scene and deployed one cartridge from his electronic control weapon (ECW), with no effect. The first officer then deployed oleoresin capsicum spray on the suspect, with no effect. The second officer attempted to deploy a second cartridge from his ECW, but was struck by the suspect with the police baton, causing the officer to drop the ECW. Both officers drew their service weapons and continued to issue verbal commands to the suspect to drop the baton and get on the ground. As the suspect advanced on the second officer with the baton over his head, the second officer discharged his service weapon, striking the suspect resulting in him going to the ground. Officers attempted to render aid, but the suspect continued to fight the officers while on the ground. The officers were able to control the suspect in order for Fire and Rescue personnel to render aid. The suspect was pronounced deceased while being transported to Fort Belvoir (Dewitt) Community Hospital. The police baton was recovered at the scene.",FairfaxCounty,
4/22/2011,1,F,N,U,M,49,stabbing,NA,1,U,M,Fairfax County Police Department,"On Friday, April 22, 2011, at approximately 5:30 p.m., a uniformed officer in an unmarked police vehicle, responded to a stabbing call in the 6600 block of Backlick Road in Springfield. An unknown suspect randomly stabbed a man, who was waiting at a bus stop, in the face. The victim fled to a nearby business with the suspect in pursuit. The occupants of the business allowed the victim in and locked the door to deny the suspect entry. Unable to enter the business, he then fled on foot and the police were called. The responding officer located the suspect nearby, activated his emergency lights on his vehicle, and parked his cruiser. The officer approached the suspect who had his hands in his pockets. The officer issued verbal commands for the suspect to stop, display his hands and lay down on the ground. The suspect pulled a knife out of his pocket, held it over his head and charged toward the officer. The officer retreated while issuing commands. The suspect ignored the commands and continued to advance. The officer discharged his service weapon striking the suspect. The suspect continued advancing with the knife raised above his head when the officer discharged his service weapon a second time, striking him and causing him to fall to the ground. Additional responding officers provided medical aid to the suspect until relieved by Fire and Rescue personnel. The suspect was pronounced deceased at the scene from his injuries. The knife was recovered at the scene. ",FairfaxCounty,Knife
5/19/2012,1,F,N,U,M,U,suspicious event,NA,2,U,U;M,Fairfax County Police Department,"On Sunday, May 20, 2012, at approximately 11:08 p.m., officers were dispatched to a suspicious event in the 5700 block of Backlick Road in Springfield. The complainant met with officers at a nearby school and told them there was a man inside his home that did not live there. The complainant knew him and believed the man to be dangerous and wanted by police. Additional investigation confirmed the man did have multiple outstanding warrants and had eluded capture the previous day. Uniformed officers, from patrol and the K9 section, attempted to serve the outstanding warrants at the residence at approximately 12:58 a.m. The officers searched the residence and discovered a locked bedroom door. The officers forced open the door and encountered the wanted man holding a samurai sword in an aggressive stance. He refused police commands to drop the sword. One officer discharged his service weapon, striking him. A second officer simultaneously discharged less-lethal bean-sock projectiles from his police issued shotgun.The officers rendered aid until relieved by Fire and Rescue personnel. The wanted man was transported to Inova Fairfax Hospital where he was pronounced deceased. The samurai sword was recovered at the scene. ",FairfaxCounty,Samurai sword
5/21/2016,1,N,Y,B,U,U,armed robbery,NA,1,U,U,Fairfax County Police Department,"Both suspects charged in the May 21 jewelry store robbery at Brookfield Plaza have now been extradited back to Fairfax County to stand trial. William Timothy Franklin was transported from Charles County, Maryland and Jasminder Sethi was transported from Newark, New Jersey. As of yesterday, both men are being held in the Fairfax County Adult Detention Center on no bond. The case remains active and the investigation is ongoing.",FairfaxCounty,
5/21/2016,1,N,N,U,U,U,armed robbery,NA,1,U,U,Fairfax County Police Department,"Both suspects charged in the May 21 jewelry store robbery at Brookfield Plaza have now been extradited back to Fairfax County to stand trial. William Timothy Franklin was transported from Charles County, Maryland and Jasminder Sethi was transported from Newark, New Jersey. As of yesterday, both men are being held in the Fairfax County Adult Detention Center on no bond. The case remains active and the investigation is ongoing.",FairfaxCounty,
5/28/2012,1,N,N,U,M,61,911 hang-up,NA,2,U,U;M,Fairfax County Police Department,"On Monday, May 28, 2012, at approximately 11:45 a.m., uniformed officers in marked police vehicles responded to a 911 hang-up in the 5700 block of Olde Mill Court in Alexandria. The responding officers were familiar with the address and knew the resident had an active warrant. The officers made initial contact with the wanted man at his front door. He stated the 911 call was a mistake and closed the door on the officers. Because he was wanted on the outstanding warrant, the first officer opened the unlocked door and placed his baton in the doorway to prevent the suspect from closing the door again. The suspect grabbed the officer’s baton and attempted to pull it from the officer’s grasp. A second and third officer then pushed the door open as the first officer struggled to maintain control of his baton. The wanted man was no longer near the door when the three officers made entry into the apartment. The first officer observed him standing six to seven feet away and holding a knife. Officers issued commands for him to drop the knife, but he advanced towards the officers waving the knife at them. The officers retreated but he continued to advance, resulting in the first officer discharging his service weapon and striking the wanted man. A second officer simultaneously deployed his electronic control weapon causing the suspect to drop the knife as he fell to the ground. Officers immediately rendered aid to the wanted man until relieved by Fire and Rescue personnel. The knife was recovered at the scene. The suspect was subsequently charged with Destruction of Property and Assault on a Law Enforcement Officer.",FairfaxCounty,"Knife; first officer shot, second officer deployed taser"
7/21/2011,1,F,Y,U,M,34,emotionally disturbed person call,NA,2,U,U;M,Fairfax County Police Department,"On Thursday, July 21, 2011, at approximately 1:38 a.m., uniformed officers in marked police vehicles responded to a call regarding an emotionally disturbed person in the 6100 block of Kendra Way in Centreville. The complainant reported that a man was “freaking out” and “destroying the whole house.” The responding officers heard a man screaming and glass breaking as they approached the residence. While the officers were standing near the front yard speaking to the complainant, the man opened the garage door and exited with a large knife in his hand. The officers drew their service weapons and gave commands for the man to drop the knife. The man threatened to “gut” the officers before he returned inside the residence. The officers established a perimeter around the residence. The complainant disclosed the man had access to firearms inside the residence. An officer later observed the man through a window holding a shotgun and several officers heard the sound of the shotgun being manipulated from inside the home. The man exited the front door of the residence holding the shotgun. Officers issued commands for him to stop and drop the gun. The man advanced towards the officers who were set up on one of the perimeter locations. As he advanced, he raised his shotgun in their direction, resulting in one officer discharging his police issued shotgun, striking the man. A second officer simultaneously discharged his service weapon, missing the man. Several officers immediately provided medical aid to the man until relieved by Fire and Rescue personnel. He was pronounced deceased at the scene from his injuries. The man’s loaded shotgun and knife were recovered at the scene. More firearms were located inside the residence.",FairfaxCounty,"Shotgun, knife"
8/29/2013,1,F,N,U,M,46,domestic dispute,1,1,U,M,Fairfax County Police Department,"Geer, 46, was a kitchen contractor who lived with his partner of 24 years, Maura Harrington, and their two teenaged daughters in a townhouse on Pebble Brook Court. The couple had been slowly breaking up, Harrington said, and on the morning of the shooting she told Geer she had signed a lease on an apartment. Geer began drinking, court records show, and by early afternoon he began tossing furniture and other belongings of Harrington’s onto the front yard. The couple’s daughters called Harrington, who came home from work and tried to calm Geer down. Instead, she said, when she followed him inside, he tossed an empty suitcase down the stairs and hit her in the head, so she called 911 and reported, “he’s just throwing everything out of the house of mine.” She also reported that Geer owned shotguns and handguns, but they were locked up. Geer stood behind his screen door with his hands spread on top of it. Barnes told investigators he was trying to convince Geer to come outside, and that Geer was unnerved by Torres silently pointing his gun at Geer’s chest. Barnes said at one point he told Torres to lower his weapon, but when Geer moved one hand to scratch his nose, Torres returned his aim to center mass. Then at 3:34 p.m., while Geer and Barnes were still talking, Torres suddenly shot once into Geer’s chest from a distance of 17 feet. Geer turned, closed the front door and collapsed behind it.",FairfaxCounty,
10/1/2010,1,N,Y,B,M,17,Robbery,NA,1,U,U,Fort Worth Police Department,NA,Fort Worth,
10/10/2010,1,N,U,W,M,22,Unknown,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,No Hit
7/12/2011,1,F,Y,W,M,70,Other,NA,3,W;B;W,M;M;M,Fort Worth Police Department,NA,Fort Worth,
2/9/2013,1,F,N,W,M,21,Shots fired / shooting,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,"Weapon listed as ""other"""
12/2/2014,1,F,N,W,M,35,Robbery,NA,1,H,M,Fort Worth Police Department,NA,Fort Worth,"Weapon listed as ""other"""
3/6/2014,1,N,N,B,M,18,Burglary / home invasion,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,"Weapon listed as ""other"""
3/8/2015,1,N,N,W,M,29,Burglary / home invasion,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,Vehicle
10/5/2016,1,N,Y,B,M,29,Execution of a warrant,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,"""Deadly Weapon"" shots fired at officers, handgun http://www.star-telegram.com/news/local/community/fort-worth/article106315112.html"
11/9/2016,1,N,Y,W,M,62,Emergencey call or request for assitance,NA,3,H;H;A,M;M;M,Fort Worth Police Department,NA,Fort Worth,"""Deadly Weapon"" suicide by cop http://www.star-telegram.com/news/local/community/fort-worth/article113689179.html"
2/12/2016,1,F,Y,W,M,53,"Execuition of a warrant ""suspect pulled out a firearm"" https://www.nbcdfw.com/news/local/Shooting-Involving-US-Marshals-in-Fort-Worth-Police-368676191.html",NA,3,W;W;H,M;M;M,Fort Worth Police Department,NA,Fort Worth,"""Deadly Weapon"" "
1/17/2010,1,N,N,W,M,21,Fight / disorderly conduct,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,"No Hit, Vehicle"
1/17/2015,1,F,N,W,M,27,Traffic stop,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,Knife
1/29/2013,1,F,Y,W,M,U,Drug suspicion / drug warrant,NA,1,U,U,Fort Worth Police Department,NA,Fort Worth,
1/29/2015,1,F,Y,W,M,40,Other,NA,2,W;W,M;M ,Fort Worth Police Department,NA,Fort Worth,
1/31/2013,1,N,Y,B,M,22,Mental crisis / suicide attempt,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,
10/18/2014,1,N,Y,B,M,46,Weapons disturbance,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,
10/20/2010,1,N,N,B,M,35,Suspicious activity / patrol,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,"Weapon listed as ""other"""
10/26/2016,1,U,U,L,M,24,Execution of a warrant,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,"""Deadly Weapon"" Suspect drove over officer's foot http://www.star-telegram.com/news/local/community/fort-worth/article110751507.html"
10/28/2012,1,N,Y,W,M,53,Domestic Disturbance,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,
11/23/2013,1,F,N,W,M,24,Other,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,Vehicle
12/14/2011,1,N,N,B,M,20,Robbery,NA,3,H;B;W,M;M;M,Fort Worth Police Department,NA,Fort Worth,"Weapon listed as ""other"""
12/19/2015,1,N,Y,W,M,34,Shots fired / shooting,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,
12/25/2011,1,F,Y,B,M,29,Mental crisis / suicide attempt,NA,2,W;B,F;M,Fort Worth Police Department,NA,Fort Worth,
12/30/2016,1,N,Y,W,M,25,Emergencey call or request for assitance,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,"""Deadly Weapon"" rifle  http://www.star-telegram.com/news/local/community/fort-worth/article123951229.html"
2/18/2015,1,N,Y,L,M,23,Fight / disorderly conduct,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,
2/28/2011,1,F,N,B,M,32,Traffic stop,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,Vehicle
3/15/2016,1,F,Y,W,M,42,"Emergencey call, traffic stop, execuition of warrant",NA,2,W;W,M;M,Fort Worth Police Department,NA,Fort Worth,"""Deadly Weapon"" Officer wounded http://www.star-telegram.com/news/local/community/fort-worth/article66192852.html"
4/17/2016,1,N,Y,L,M,46,"Hostage, barrcade of other emergencey situation. ""appeared to be a rifle"" http://www.star-telegram.com/news/local/community/fort-worth/article72475392.html",NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,"""Deadly Weapon"" "
4/19/2011,1,N,Y,L,M,28,Shots fired / shooting,NA,1,H,M,Fort Worth Police Department,NA,Fort Worth,No Hit
4/22/2015,1,F,Y,B,M,31,Shots fired / shooting,NA,2,W;H,M;M,Fort Worth Police Department,NA,Fort Worth,
4/24/2013,1,F,Y,B,M,29,Robbery,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,
5/17/2010,1,F,N,W,M,22,Mental crisis / suicide attempt,NA,2,W;U,M;U,Fort Worth Police Department,NA,Fort Worth,
5/20/2016,1,N,N,W,M,35,"Vehicle pursuit, foot pursuit, resisting arrest",NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,
5/23/2011,1,N,N,L,M,17,Burglary / home invasion,NA,1,B,M,Fort Worth Police Department,NA,Fort Worth,Vehicle
5/23/2011,1,F,N,W,F,46,Mental crisis / suicide attempt,NA,1,U,U,Fort Worth Police Department,NA,Fort Worth,"Weapon listed as ""other"""
5/27/2010,1,N,N,W,M,55,Drug suspicion / drug warrant,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,Vehicle
5/28/2013,1,F,Y,W,M,72,Burglary / home invasion,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,
5/31/2010,1,F,N,B,M,37,Burglary / home invasion,NA,1,B,M,Fort Worth Police Department,NA,Fort Worth,
6/13/2014,1,F,Y,L,M,17,Burglary / home invasion,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,
6/23/2015,1,N,N,B,M,54,Weapons disturbance,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,"Weapon listed as ""other"""
6/26/2012,1,F,Y,U,M,34,Shots fired / shooting,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,
7/28/2016,1,N,U,B,M,33,Search for suspect in an aggravated robbery,NA,1,H,M,Fort Worth Police Department,NA,Fort Worth,"""Deadly Weapon"""
7/29/2014,1,N,Y,W,M,18,Other,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,
7/31/2015,1,F,Y,U,M,30,Fight / disorderly conduct,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,
8/23/2011,1,F,Y,W,M,47,Robbery,NA,1,U,U,Fort Worth Police Department,NA,Fort Worth,
9/28/2010,1,N,Y,B,M,39,Robbery,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,No Hit
9/5/2010,1,N,N,U,M,U,person being threatened,NA,2,U,U,Honolulu Police Department,"Officers responded to report of person being threatened.  Male lunged at officer with knife and refused to give up.  Officers used non-lethal rounds, electric gun, and live rounds.  Suspect eventually talked into surrendering and arrested for second-degree attempted murder and first-degree terroristic threatening.  Male taken to hospital in good condition and female witness sustained minor injuries.  No officers injured.",Honolulu,Armed with knife.; 2 or more officers
8/6/2010,1,F,N,U,M,U,weilding machete,NA,2,U,U,Honolulu Police Department,"Officers responded to call of male wielding machete in bank parking lot.  Male was agitated and refused orders to put down weapon.  Male charged at one of the officers, and two officers fired and struck suspect.  Suspect taken to hospital and later expired.",Honolulu,Armed with machete.; 2 or more officers
